"titles","links","doi","date_published","citations","cran","bioconductor","repo_link","package_install","package_name"
"A field and video analysis guide for diver operated stereo-video","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13189","2041-210X.13189","2019-04-07",35,FALSE,FALSE,"https://github.com/TimLanglois/Habitat-annotation-of-forward-facing-benthic-imagery",FALSE,NA
"BoomBox: An Automated Behavioural Response (ABR) camera trap module for wildlife playback experiments","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13789","2041-210X.13789","2021-12-14",1,FALSE,FALSE,"https://github.com/freaklabs/BoomBox",FALSE,"BoomBox"
"Adapting a propane turkey fryer to manipulate temperature in aquatic environments","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13662","2041-210X.13662","2021-06-17",0,FALSE,FALSE,NA,FALSE,NA
"The Wood Image Analysis and Dataset (WIAD): Open-access visual analysis tools to advance the ecological data revolution","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13717","2041-210X.13717","2021-09-21",2,TRUE,FALSE,"https://github.com/bnasr/wiad",TRUE,NA
"A Raspberry Pi-based camera system and image processing procedure for low cost and long-term monitoring of forest canopy dynamics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13610","2041-210X.13610","2021-04-09",2,FALSE,FALSE,NA,FALSE,NA
"Estimating canopy fuel load with hemispherical photographs: A rapid method for opportunistic fuel documentation with smartphones","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13708","2041-210X.13708","2021-08-21",0,FALSE,FALSE,NA,FALSE,NA
"Development and field evaluation of a motion sensor activated suction trap to study vector–host interactions","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13500","2041-210X.13500","2020-10-02",0,FALSE,FALSE,NA,FALSE,NA
"Method for maintaining adult solitary bee Centris analis under laboratory conditions","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13797","2041-210X.13797","2021-12-22",0,FALSE,FALSE,NA,FALSE,NA
"A field and video annotation guide for baited remote underwater stereo-video surveys of demersal fish assemblages","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13470","2041-210X.13470","2020-08-19",11,FALSE,FALSE,"https://github.com/TimLanglois/Habitat-annotation-of-forward-facing-benthic-imagery",FALSE,NA
"Assaying lepidopteran flight directionality with non-invasive methods that permit repeated use and release after testing","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13648","2041-210X.13648","2021-05-25",1,FALSE,FALSE,NA,FALSE,NA
"Introduction of an automatic and open-source radio-tracking system for small animals","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13294","2041-210X.13294","2019-09-03",8,FALSE,FALSE,"https://github.com/radiotrackingeu/logger_app",FALSE,NA
"A novel fluorescence and DNA combination for versatile, long-term marking of mosquitoes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13592","2041-210X.13592","2021-03-15",7,FALSE,FALSE,NA,FALSE,NA
"Optimizing sampling of flying insects using a modified window trap","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13258","2041-210X.13258","2019-07-05",15,FALSE,FALSE,NA,FALSE,NA
"RUbble Biodiversity Samplers: 3D-printed coral models to standardize biodiversity censuses","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13462","2041-210X.13462","2020-08-02",3,FALSE,FALSE,NA,FALSE,NA
"Advancing diet reconstruction in fish eye lenses","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13543","2041-210X.13543","2020-12-13",9,FALSE,FALSE,NA,FALSE,NA
"Continuous on-board behaviour classification using accelerometry: A case study with a new GPS-3G-Bluetooth system in Pacific black ducks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13878","2041-210X.13878","2022-05-05",0,FALSE,FALSE,NA,FALSE,NA
"A rapid environmental DNA method for detecting white sharks in the open ocean","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13201","2041-210X.13201","2019-04-30",22,FALSE,FALSE,NA,FALSE,NA
"Portable locomotion activity monitor (pLAM): A cost-effective setup for robust activity tracking in small animals","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13809","2041-210X.13809","2022-02-22",0,FALSE,FALSE,"https://github.com/Motion-Project/motion",FALSE,NA
"MEDI: Macronutrient Extraction and Determination from invertebrates, a rapid, cheap and streamlined protocol","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13551","2041-210X.13551","2021-01-17",4,FALSE,FALSE,NA,FALSE,"MEDI"
"PICT: A low-cost, modular, open-source camera trap system to study plant–insect interactions","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13618","2041-210X.13618","2021-04-25",2,FALSE,FALSE,"https://github.com/silvanmelchior/RPi_Cam_Web_Interface",FALSE,"PICT"
"Cost-effective seafloor habitat mapping using a portable speedy sea scanner and deep-learning-based segmentation: A sea trial at Pujada Bay, Philippines","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13744","2041-210X.13744","2021-10-20",0,FALSE,FALSE,"https://github.com/ycu-iil/seg_pujada",FALSE,NA
"Migration Mapper: Identifying movement corridors and seasonal ranges for large mammal conservation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13976","2041-210X.13976","2022-09-05",0,FALSE,FALSE,"https://github.com/jmerkle1/Migration-Mapper",FALSE,NA
"CaptuRING: A do-it-yourself tool for wood sample digitization","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13847","2041-210X.13847","2022-03-24",0,FALSE,FALSE,NA,FALSE,"CaptuRING"
"The In situ Plankton Assemblage eXplorer (IPAX): An inexpensive underwater imaging system for zooplankton study","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13441","2041-210X.13441","2020-06-27",8,FALSE,FALSE,"https://github.com/plertvilai/IPAX",FALSE,NA
"Open-source, low-cost modular GPS collars for monitoring and tracking wildlife","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13369","2041-210X.13369","2020-02-04",14,FALSE,FALSE,NA,FALSE,NA
"Semi-portable solar power to facilitate continuous operation of technology in the field","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13456","2041-210X.13456","2020-07-18",3,FALSE,FALSE,NA,FALSE,NA
"Portable heaters for microhabitat heating experiments","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13391","2041-210X.13391","2020-03-25",1,FALSE,FALSE,"https://github.com/diegodierick/Heater-shield",FALSE,NA
